epochs,acc,loss,val_acc,val_loss,train_data,features_nb,loss_fct,optimizer,activation_fct,layer_nb,unit_nb,batch_size,dropout,cell_type,encoder
24,0.9961115013320947,0.0014513711124105703,0.9197116667167519,0.02916155729091,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
25,0.9981883361122632,0.0007139653664229884,0.9248365907592044,0.027235575183775826,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
26,0.9983057400282911,0.0006024150841921425,0.9232129479477624,0.028037431395983786,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
27,0.9956884423830492,0.0015122007351593236,0.9245440135397169,0.02880865539351953,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
28,0.9978057612824482,0.0007409721062290617,0.9246854794480406,0.02846449319630288,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
29,0.9982510864922747,0.0005898825239528705,0.9234926646301297,0.02839273167399566,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
30,0.9985020879457204,0.0005151297176882666,0.9234990948986899,0.027437259010346517,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
31,0.998447434420804,0.0005464585135286165,0.9224863276004637,0.029874595997788935,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
32,0.9983361031100224,0.0005679402880771091,0.9234187165416877,0.027644564337249287,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
33,0.9982389412595821,0.0006115106194312262,0.9249266145190468,0.029063979540163307,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
34,0.9982126265776483,0.0005838293350620947,0.9225892118974263,0.027467057466372555,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
35,0.9979251893928249,0.0007028994174978995,0.924817299953524,0.02886980214051797,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
36,0.9986134192676019,0.00047593593966332716,0.9250359290845697,0.029295509614704913,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
37,0.9986700970201672,0.00046662202238171484,0.9251420285158124,0.027887603169849215,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
38,0.9981559488250831,0.0005899333597782174,0.924855881564885,0.029122338997237783,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
39,0.9985992498294607,0.00046444904559189606,0.9253317214383373,0.02914291351292525,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
40,0.9985992498294607,0.00046809070650408,0.9248108696849638,0.02755119450558566,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
